source,dest,value,interaction
Indonesia,Papua New Guinea,398,migration
Indonesia,Philippines,5865,migration
Indonesia,Portugal,134,migration
Indonesia,Saudi Arabia,279409,migration
Indonesia,Singapore,102332,migration
Indonesia,Solomon Islands,141,migration
Indonesia,Spain,2637,migration
Indonesia,Sweden,2202,migration
Indonesia,Switzerland,2705,migration
Indonesia,Thailand,1459,migration
Indonesia,Timor-Leste,12148,migration
Indonesia,Turkey,202,migration
Indonesia,United Kingdom,8889,migration
Indonesia,United States,87530,migration
Iran Islamic Rep,Armenia,18154,migration
Iran Islamic Rep,Australia,29116,migration
Iran Islamic Rep,Austria,14976,migration
Iran Islamic Rep,Bahrain,34350,migration
Iran Islamic Rep,Belgium,5291,migration
Iran Islamic Rep,Canada,107198,migration
Iran Islamic Rep,Chile,142,migration
Iran Islamic Rep,Cyprus,1060,migration
Iran Islamic Rep,Czech Republic,191,migration
Iran Islamic Rep,Denmark,15141,migration
Iran Islamic Rep,Dominican Republic,104,migration
Iran Islamic Rep,Ecuador,264,migration
Iran Islamic Rep,Finland,4015,migration
Iran Islamic Rep,France,25476,migration
Iran Islamic Rep,Georgia,455,migration
Iran Islamic Rep,Germany,89604,migration
Iran Islamic Rep,Greece,4280,migration
Iran Islamic Rep,Hungary,393,migration
Iran Islamic Rep,India,1774,migration
Iran Islamic Rep,Iraq,8639,migration
Iran Islamic Rep,Ireland,953,migration
Iran Islamic Rep,Israel,76259,migration
Iran Islamic Rep,Italy,8989,migration
Iran Islamic Rep,Japan,5225,migration
Iran Islamic Rep,Jordan,781,migration
Iran Islamic Rep,Kazakhstan,1442,migration
Iran Islamic Rep,Kuwait,98302,migration
Iran Islamic Rep,Luxembourg,539,migration
Iran Islamic Rep,Mexico,249,migration
Iran Islamic Rep,Netherlands,24261,migration
Iran Islamic Rep,New Zealand,3055,migration
Iran Islamic Rep,Norway,15605,migration
Iran Islamic Rep,Philippines,1215,migration
Iran Islamic Rep,Poland,160,migration
Iran Islamic Rep,Portugal,255,migration
Iran Islamic Rep,Qatar,150389,migration
Iran Islamic Rep,Slovak Republic,128,migration
Iran Islamic Rep,Spain,5388,migration
Iran Islamic Rep,Sweden,60118,migration
Iran Islamic Rep,Switzerland,5930,migration
Iran Islamic Rep,Turkey,14516,migration
Iran Islamic Rep,United Arab Emirates,40267,migration
Iran Islamic Rep,United Kingdom,62449,migration
Iran Islamic Rep,United States,351685,migration
Iran Islamic Rep,Venezuela RB,109,migration
Iraq,Australia,41309,migration
Iraq,Austria,4053,migration
Iraq,Bahrain,1748,migration
Iraq,Belgium,1392,migration
Iraq,Canada,39050,migration
Iraq,Cyprus,276,migration
Iraq,Czech Republic,268,migration
Iraq,Denmark,27057,migration
Iraq,Egypt Arab Rep,23750,migration
Iraq,Finland,5341,migration
Iraq,France,4103,migration
Iraq,Germany,115792,migration
Iraq,Greece,2636,migration
Iraq,Hungary,656,migration
Iraq,India,518,migration
Iraq,Iran Islamic Rep ,379356,migration
Iraq,Ireland,1200,migration
Iraq,Israel,111935,migration
Iraq,Italy,2373,migration
Iraq,Japan,102,migration
Iraq,Jordan,303791,migration
Iraq,Mauritania,146,migration
Iraq,Netherlands,35732,migration
Iraq,New Zealand,6589,migration
Iraq,Norway,21361,migration
Iraq,Poland,416,migration
Iraq,Romania,1017,migration
Iraq,Spain,1869,migration
Iraq,Sudan,474,migration
Iraq,Sweden,103728,migration
Iraq,Switzerland,4165,migration
Iraq,Turkey,9959,migration
Iraq,United Kingdom,66612,migration
Iraq,United States,102942,migration
Iraq,Yemen Rep,33442,migration
Ireland,Australia,63593,migration
Ireland,Austria,714,migration
Ireland,Belgium,3999,migration
Ireland,Brazil,220,migration
Ireland,Canada,26041,migration
Ireland,Cayman Islands,305,migration
Ireland,Chile,199,migration
Ireland,Colombia,104,migration
Ireland,Cyprus,685,migration
Ireland,Denmark,1496,migration
Ireland,Ecuador,274,migration
Ireland,Finland,343,migration
Ireland,France,6056,migration
Ireland,Germany,16044,migration
Ireland,Greece,1241,migration
Ireland,Hungary,344,migration
Ireland,Iceland,124,migration
Ireland,Italy,3556,migration
Ireland,Japan,1124,migration
Ireland,Luxembourg,767,migration
Ireland,Mexico,246,migration
Ireland,Netherlands,4306,migration
Ireland,New Zealand,7534,migration
Ireland,Norway,726,migration
Ireland,Philippines,265,migration
Ireland,Poland,113,migration
Ireland,Portugal,752,migration
Ireland,Spain,17162,migration
Ireland,Sweden,1635,migration
Ireland,Switzerland,1731,migration
Ireland,Turkey,603,migration
Ireland,United Kingdom,422569,migration
Ireland,United States,137537,migration
Israel,Australia,10196,migration
Israel,Austria,2167,migration
Israel,Belgium,3804,migration
Israel,Bolivia,112,migration
Israel,Brazil,1791,migration
Israel,Canada,24819,migration
Israel,Chile,896,migration
Israel,Colombia,376,migration
Israel,Cyprus,339,migration
Israel,Czech Republic,142,migration
Israel,Denmark,2004,migration
Israel,Dominican Republic,275,migration
Israel,Ecuador,713,migration
Israel,Finland,798,migration
Israel,France,8719,migration
Israel,Georgia,972,migration
Israel,Germany,14079,migration
Israel,Greece,751,migration
Israel,Guatemala,102,migration
Israel,Hungary,662,migration
Israel,Ireland,651,migration
Israel,Italy,3032,migration
Israel,Japan,758,migration
Israel,Jordan,12922,migration
Israel,Latvia,666,migration
Israel,Mexico,1465,migration
Israel,Netherlands,5206,migration
Israel,New Zealand,925,migration
Israel,Norway,1020,migration
Israel,Panama,811,migration
Israel,Peru,217,migration
Israel,Philippines,691,migration
Israel,Poland,418,migration
Israel,Portugal,137,migration
Israel,Slovak Republic,818,migration
Israel,Spain,2972,migration
Israel,Sweden,2185,migration
Israel,Switzerland,2220,migration
Israel,Turkey,3047,migration
Israel,United Kingdom,13531,migration
Israel,United States,149039,migration
Israel,Uruguay,242,migration
Israel,Venezuela RB,452,migration
Israel,West Bank and Gaza,655814,migration
Italy,Andorra,212,migration
Italy,Argentina,205026,migration
Italy,Australia,236606,migration
Italy,Austria,30963,migration
Italy,Belgium,129769,migration
Italy,Bolivia,1231,migration
Italy,Brazil,55370,migration
Italy,Canada,345568,migration
Italy,Cape Verde,330,migration
Italy,Cayman Islands,112,migration
Italy,Chile,6731,migration
Italy,Colombia,2256,migration
Italy,Croatia,1991,migration
Italy,Cuba,217,migration
Italy,Cyprus,427,migration
Italy,Czech Republic,1046,migration
Italy,Denmark,4802,migration
Italy,Dominican Republic,10444,migration
Italy,Ecuador,5267,migration
Italy,Egypt Arab Rep,2321,migration
Italy,El Salvador,270,migration
Italy,Finland,1640,migration
Italy,France,450394,migration
Italy,Georgia,331,migration
Italy,Germany,842666,migration
Italy,Greece,6638,migration
Italy,Guatemala,287,migration
Italy,Honduras,162,migration
Italy,Hungary,2863,migration
Italy,Iceland,258,migration
Italy,Ireland,8520,migration
Italy,Japan,2400,migration
Italy,Jordan,2539,migration
Italy,Liberia,135,migration
Italy,Liechtenstein,1139,migration
Italy,Luxembourg,14656,migration
Italy,Madagascar,288,migration
Italy,Malta,710,migration
Italy,Mauritius,1076,migration
Italy,Mexico,5553,migration
Italy,Monaco,5827,migration
Italy,Netherlands,18330,migration
Italy,New Zealand,1683,migration
Italy,Nicaragua,230,migration
Italy,Norway,2190,migration
Italy,Panama,839,migration
Italy,Paraguay,478,migration
Italy,Peru,1903,migration
Italy,Philippines,1271,migration
Italy,Poland,3548,migration
Italy,Portugal,2761,migration
Italy,Romania,2514,migration
Italy,San Marino,11420,migration
Italy,Slovak Republic,1020,migration
Italy,Slovenia,1423,migration
Italy,Spain,93786,migration
Italy,Sweden,7980,migration
Italy,Switzerland,263320,migration
Italy,Tanzania,1083,migration
Italy,Thailand,1749,migration
Italy,Tunisia,1436,migration
Italy,Turkey,3186,migration
Italy,United Kingdom,108244,migration
Italy,United States,400484,migration
Italy,Uruguay,8830,migration
Italy,Venezuela RB,48920,migration
Jamaica,Antigua and Barbuda,2958,migration
Jamaica,Australia,1051,migration
Jamaica,Bahamas,3485,migration
Jamaica,Barbados,809,migration
Jamaica,Belgium,319,migration
Jamaica,Belize,501,migration
Jamaica,Canada,143675,migration
Jamaica,Cayman Islands,14179,migration
Jamaica,Cuba,289,migration
Jamaica,Denmark,178,migration
Jamaica,Dominican Republic,627,migration
Jamaica,France,461,migration
Jamaica,Germany,1929,migration
Jamaica,Haiti,501,migration
Jamaica,Ireland,321,migration
Jamaica,Italy,179,migration
Jamaica,Japan,246,migration
Jamaica,Mexico,122,migration
Jamaica,Netherlands,808,migration
Jamaica,Netherlands Antilles,1736,migration
Jamaica,New Zealand,187,migration
Jamaica,Norway,150,migration
Jamaica,Panama,787,migration
Jamaica,Spain,362,migration
Jamaica,St Kitts and Nevis,169,migration
Jamaica,St Lucia,102,migration
Jamaica,St Vincent and the Grenadines,163,migration
Jamaica,Sweden,259,migration
Jamaica,Switzerland,545,migration
Jamaica,United Kingdom,158203,migration
Jamaica,United States,649046,migration
Jamaica,Venezuela RB,114,migration
Jamaica,Virgin Islands (U.S.),385,migration
Japan,Argentina,4497,migration
Japan,Australia,47510,migration
Japan,Austria,2558,migration
Japan,Belgium,5134,migration
Japan,Bhutan,108,migration
Japan,Bolivia,2325,migration
Japan,Brazil,71367,migration
Japan,Brunei Darussalam,167,migration
Japan,Cambodia,597,migration
Japan,Canada,25267,migration
Japan,Chile,1353,migration
Japan,Colombia,580,migration
Japan,Czech Republic,195,migration
Japan,Denmark,1827,migration
Japan,Dominican Republic,1873,migration
Japan,Ecuador,1007,migration
Japan,Egypt Arab Rep,348,migration
Japan,Finland,1145,migration
Japan,France,22258,migration
Japan,Germany,48217,migration
Japan,Greece,1264,migration
Japan,Guam,2614,migration
Japan,Guatemala,115,migration
Japan,Hungary,280,migration
Japan,Iceland,106,migration
Japan,India,745,migration
Japan,Ireland,1608,migration
Japan,Italy,9180,migration
Japan,Jordan,856,migration
Japan,Korea Rep,12320,migration
Japan,Luxembourg,346,migration
Japan,Malaysia,19595,migration
Japan,Mexico,4340,migration
Japan,Netherlands,6076,migration
Japan,Netherlands Antilles,295,migration
Japan,New Zealand,10471,migration
Japan,Northern Mariana Islands,1101,migration
Japan,Norway,1356,migration
Japan,Palau,265,migration
Japan,Panama,488,migration
Japan,Papua New Guinea,176,migration
Japan,Paraguay,2061,migration
Japan,Peru,1531,migration
Japan,Philippines,7780,migration
Japan,Poland,329,migration
Japan,Portugal,395,migration
Japan,Slovak Republic,180,migration
Japan,Solomon Islands,167,migration
Japan,Spain,6224,migration
Japan,Sweden,3032,migration
Japan,Switzerland,4924,migration
Japan,Thailand,26502,migration
Japan,Turkey,2244,migration
Japan,United Kingdom,32265,migration
Japan,United States,340393,migration
Japan,Uruguay,172,migration
Japan,Venezuela RB,423,migration
Japan,Zambia,333,migration
Jordan,Australia,4835,migration
Jordan,Austria,544,migration
Jordan,Bahrain,386,migration
Jordan,Belgium,623,migration
Jordan,Canada,8661,migration
Jordan,Chile,158,migration
Jordan,Colombia,143,migration
Jordan,Cyprus,390,migration
Jordan,Czech Republic,103,migration
Jordan,Denmark,1334,migration
Jordan,Egypt Arab Rep,7078,migration
Jordan,Finland,240,migration
Jordan,France,959,migration
Jordan,Germany,15674,migration
Jordan,Greece,967,migration
Jordan,Hungary,261,migration
Jordan,Iraq,3548,migration
Jordan,Ireland,335,migration
Jordan,Italy,3719,migration
Jordan,Japan,172,migration
Jordan,Netherlands,872,migration
Jordan,New Zealand,381,migration
Jordan,Norway,192,migration
Jordan,Oman,11642,migration
Jordan,Panama,124,migration
Jordan,Poland,174,migration
Jordan,Saudi Arabia,172266,migration
Jordan,Spain,2367,migration
Jordan,Sudan,430,migration
Jordan,Sweden,1590,migration
Jordan,Switzerland,355,migration
Jordan,Turkey,1006,migration
Jordan,United Kingdom,4126,migration
